session_id,user_id,event_date,event_month,event_quarter,product_id,category,brand,price,discount_%,device_type,traffic_source,gender,age_group,city,pages_viewed,time_spent_min,funnel_stage,is_cart,is_checkout,is_purchase,cart_abandoned,revenue
SESS027196,USR05694,01-03-2024,Mar-24,Q1 2024,PROD2104,electronics.headphone,Sennheiser,4179.38,0,Mobile,Organic Search,Female,25-34,Jaipur,1,42.4,Purchase,1,1,1,0,4179.38
SESS027197,USR06687,11-11-2024,Nov-24,Q4 2024,PROD3766,sports.equipment,Yonex,9638.39,25,Mobile,Direct,Male,35-44,Chennai,10,39.5,View,0,0,0,0,0
SESS027198,USR05197,14-07-2024,Jul-24,Q3 2024,PROD1075,books.fiction,Penguin,766.4,0,Mobile,Paid Ad,Male,18-24,Hyderabad,15,27.8,View,0,0,0,0,0
SESS027199,USR03331,16-11-2024,Nov-24,Q4 2024,PROD8088,home.appliances,Samsung,13086.82,0,Mobile,Social Media,Male,45-54,Jaipur,15,9.7,View,0,0,0,0,0
SESS027200,USR00250,19-08-2024,Aug-24,Q3 2024,PROD3607,home.furniture,Pepperfry,44989.38,0,Mobile,Direct,Male,18-24,Mumbai,14,41,View,0,0,0,0,0
SESS027201,USR02071,16-12-2024,Dec-24,Q4 2024,PROD8044,toys.kids,Mattel,3828.37,0,Mobile,Paid Ad,Female,45-54,Pune,3,4.1,Cart,1,0,0,1,0
SESS027202,USR06481,08-02-2024,Feb-24,Q1 2024,PROD7377,electronics.headphone,Boat,20675.21,30,Mobile,Direct,Female,55+,Mumbai,4,24.4,View,0,0,0,0,0
SESS027203,USR07672,16-05-2024,May-24,Q2 2024,PROD3201,electronics.smartphone,Apple,55228.08,20,Mobile,Social Media,Female,35-44,Mumbai,13,5.7,Purchase,1,1,1,0,44182.46
SESS027204,USR06717,27-01-2024,Jan-24,Q1 2024,PROD4510,grocery.food,Amul,532.96,5,Tablet,Direct,Male,35-44,Kolkata,2,6,Purchase,1,1,1,0,506.31
SESS027205,USR02792,14-01-2024,Jan-24,Q1 2024,PROD1395,electronics.camera,Canon,39302.74,0,Mobile,Paid Ad,Female,25-34,Bangalore,1,18.6,View,0,0,0,0,0
SESS027206,USR03053,16-10-2024,Oct-24,Q4 2024,PROD8630,electronics.tablet,Amazon,67017.19,15,Desktop,Social Media,Male,35-44,Bangalore,4,11.2,Purchase,1,1,1,0,56964.61
SESS027207,USR07967,14-03-2024,Mar-24,Q1 2024,PROD9384,electronics.headphone,Boat,27199.88,0,Desktop,Paid Ad,Male,25-34,Bangalore,6,4.1,View,0,0,0,0,0
SESS027208,USR02400,17-06-2024,Jun-24,Q2 2024,PROD3339,electronics.headphone,Bose,20491.4,20,Tablet,Organic Search,Female,25-34,Chennai,10,1.6,View,0,0,0,0,0
SESS027209,USR04482,15-07-2024,Jul-24,Q3 2024,PROD2168,apparel.footwear,Reebok,4323.29,0,Mobile,Organic Search,Female,18-24,Mumbai,1,14.7,Checkout,1,1,0,1,0
SESS027210,USR01403,10-06-2024,Jun-24,Q2 2024,PROD7019,electronics.smartphone,OnePlus,44153.7,20,Mobile,Organic Search,Male,35-44,Bangalore,11,13,Checkout,1,1,0,1,0
SESS027211,USR03205,06-02-2024,Feb-24,Q1 2024,PROD7354,books.education,Pearson,1573.32,0,Tablet,Paid Ad,Female,25-34,Bangalore,11,33.6,View,0,0,0,0,0
SESS027212,USR02998,06-05-2024,May-24,Q2 2024,PROD7797,grocery.food,Amul,98.65,20,Tablet,Social Media,Female,18-24,Kolkata,4,6.2,View,0,0,0,0,0
SESS027213,USR04496,22-01-2024,Jan-24,Q1 2024,PROD6820,home.furniture,Godrej,17747.21,10,Tablet,Paid Ad,Male,25-34,Mumbai,9,6.6,Cart,1,0,0,1,0
SESS027214,USR07098,03-04-2024,Apr-24,Q2 2024,PROD9844,books.fiction,Penguin,490.16,5,Desktop,Organic Search,Male,25-34,Hyderabad,12,17.9,Checkout,1,1,0,1,0
SESS027215,USR07553,26-01-2024,Jan-24,Q1 2024,PROD1436,electronics.camera,Sony,106030.3,25,Mobile,Organic Search,Female,25-34,Bangalore,3,8.7,View,0,0,0,0,0
SESS027216,USR03594,09-10-2024,Oct-24,Q4 2024,PROD8701,toys.games,Sony,12606.75,25,Desktop,Paid Ad,Female,35-44,Kolkata,8,40,View,0,0,0,0,0
SESS027217,USR04736,23-08-2024,Aug-24,Q3 2024,PROD7359,home.appliances,LG,20137,5,Mobile,Email Campaign,Male,25-34,Delhi,6,10.9,Purchase,1,1,1,0,19130.15
SESS027218,USR03002,23-06-2024,Jun-24,Q2 2024,PROD3764,beauty.makeup,Nykaa,3345.85,30,Mobile,Paid Ad,Male,55+,Mumbai,5,9.2,Purchase,1,1,1,0,2342.09
SESS027219,USR06042,14-03-2024,Mar-24,Q1 2024,PROD3756,home.decor,Westside,7096.5,10,Mobile,Direct,Female,18-24,Hyderabad,13,32.7,View,0,0,0,0,0
SESS027220,USR05111,07-05-2024,May-24,Q2 2024,PROD7871,apparel.accessories,Casio,12561.03,15,Mobile,Paid Ad,Female,25-34,Bangalore,13,31.2,View,0,0,0,0,0
SESS027221,USR01443,19-06-2024,Jun-24,Q2 2024,PROD3884,electronics.headphone,Sennheiser,29112.25,30,Desktop,Organic Search,Male,35-44,Mumbai,11,24.3,Checkout,1,1,0,1,0
SESS027222,USR06480,24-01-2024,Jan-24,Q1 2024,PROD5643,apparel.footwear,Converse,5231.36,0,Mobile,Paid Ad,Male,35-44,Hyderabad,3,8.4,Purchase,1,1,1,0,5231.36
SESS027223,USR03401,01-01-2024,Jan-24,Q1 2024,PROD2667,toys.kids,Fisher-Price,4493.99,0,Tablet,Organic Search,Male,25-34,Bangalore,5,16.2,Cart,1,0,0,1,0
SESS027224,USR03319,02-10-2024,Oct-24,Q4 2024,PROD6352,electronics.tablet,Apple,34313,5,Mobile,Paid Ad,Male,45-54,Kolkata,9,27.6,Checkout,1,1,0,1,0
SESS027225,USR05202,23-09-2024,Sep-24,Q3 2024,PROD4415,electronics.headphone,Boat,2037.46,20,Mobile,Organic Search,Female,25-34,Delhi,15,43.9,Cart,1,0,0,1,0
SESS027226,USR00865,22-11-2024,Nov-24,Q4 2024,PROD1316,apparel.accessories,Casio,13121.88,0,Mobile,Paid Ad,Female,18-24,Mumbai,12,17.3,Purchase,1,1,1,0,13121.88
SESS027227,USR04764,24-11-2024,Nov-24,Q4 2024,PROD5749,books.fiction,Simon & Schuster,261.5,5,Mobile,Paid Ad,Female,18-24,Delhi,1,42.3,Cart,1,0,0,1,0
SESS027228,USR07355,02-06-2024,Jun-24,Q2 2024,PROD3036,books.fiction,HarperCollins,364.73,30,Desktop,Direct,Female,18-24,Bangalore,12,18.6,Purchase,1,1,1,0,255.31
SESS027229,USR06017,04-05-2024,May-24,Q2 2024,PROD4887,electronics.laptop,Apple,116227.19,10,Tablet,Paid Ad,Female,35-44,Kolkata,3,44.1,Cart,1,0,0,1,0
SESS027230,USR07204,08-10-2024,Oct-24,Q4 2024,PROD4977,electronics.laptop,Lenovo,72222.42,15,Mobile,Referral,Male,35-44,Mumbai,4,32.8,View,0,0,0,0,0
SESS027231,USR02386,21-04-2024,Apr-24,Q2 2024,PROD6148,home.appliances,Samsung,10695.81,5,Mobile,Paid Ad,Female,25-34,Mumbai,12,6.6,View,0,0,0,0,0
SESS027232,USR04088,22-01-2024,Jan-24,Q1 2024,PROD8747,apparel.accessories,Fossil,11205.19,0,Desktop,Social Media,Female,45-54,Mumbai,9,1.1,Cart,1,0,0,1,0
SESS027233,USR02978,01-03-2024,Mar-24,Q1 2024,PROD2810,toys.kids,Mattel,4962.27,5,Desktop,Social Media,Female,25-34,Kolkata,1,32.1,View,0,0,0,0,0
SESS027234,USR04885,05-04-2024,Apr-24,Q2 2024,PROD5893,electronics.camera,Sony,20008.16,0,Desktop,Social Media,Female,18-24,Mumbai,15,34.4,Cart,1,0,0,1,0
SESS027235,USR06218,23-12-2024,Dec-24,Q4 2024,PROD9204,apparel.clothing,H&M,2357.12,10,Desktop,Referral,Female,25-34,Bangalore,13,11.1,Cart,1,0,0,1,0
SESS027236,USR00786,27-07-2024,Jul-24,Q3 2024,PROD9130,electronics.tablet,Apple,58157.25,25,Desktop,Social Media,Female,25-34,Ahmedabad,13,39.3,View,0,0,0,0,0
SESS027237,USR04979,30-05-2024,May-24,Q2 2024,PROD4869,electronics.headphone,Bose,17249.05,0,Desktop,Social Media,Male,25-34,Delhi,2,1.1,View,0,0,0,0,0
SESS027238,USR02828,26-03-2024,Mar-24,Q1 2024,PROD3323,toys.games,Nintendo,14805.55,15,Mobile,Referral,Male,25-34,Bangalore,15,41,View,0,0,0,0,0
SESS027239,USR04674,08-02-2024,Feb-24,Q1 2024,PROD6064,books.education,Oxford,430.86,20,Desktop,Paid Ad,Female,18-24,Mumbai,1,6.6,View,0,0,0,0,0
SESS027240,USR01277,27-06-2024,Jun-24,Q2 2024,PROD9608,home.appliances,LG,9603.31,5,Mobile,Email Campaign,Male,35-44,Delhi,1,5.4,Checkout,1,1,0,1,0
SESS027241,USR06884,07-03-2024,Mar-24,Q1 2024,PROD9938,home.decor,Fabindia,1544.85,5,Mobile,Organic Search,Male,35-44,Ahmedabad,3,18.2,View,0,0,0,0,0
SESS027242,USR07782,08-06-2024,Jun-24,Q2 2024,PROD6750,apparel.footwear,Adidas,2628.93,0,Desktop,Organic Search,Female,45-54,Mumbai,11,9,View,0,0,0,0,0
SESS027243,USR03560,12-10-2024,Oct-24,Q4 2024,PROD5023,home.furniture,Urban Ladder,34283.2,5,Mobile,Organic Search,Other,18-24,Bangalore,14,26,Purchase,1,1,1,0,32569.04
SESS027244,USR00392,05-12-2024,Dec-24,Q4 2024,PROD7965,electronics.tablet,Apple,77585.68,0,Mobile,Email Campaign,Female,25-34,Hyderabad,11,15.8,Purchase,1,1,1,0,77585.68
SESS027245,USR07990,05-05-2024,May-24,Q2 2024,PROD8904,electronics.tablet,Samsung,65829.38,10,Desktop,Direct,Male,45-54,Delhi,13,41.3,Purchase,1,1,1,0,59246.44
SESS027246,USR05431,19-03-2024,Mar-24,Q1 2024,PROD4021,books.fiction,HarperCollins,245.07,0,Mobile,Direct,Female,35-44,Hyderabad,15,31.7,View,0,0,0,0,0
SESS027247,USR06119,07-02-2024,Feb-24,Q1 2024,PROD5517,apparel.footwear,Adidas,5039.69,0,Desktop,Social Media,Male,35-44,Mumbai,10,9.6,Cart,1,0,0,1,0
SESS027248,USR02516,28-04-2024,Apr-24,Q2 2024,PROD4698,electronics.smartphone,OnePlus,18132.24,15,Mobile,Organic Search,Female,35-44,Bangalore,1,20.8,Purchase,1,1,1,0,15412.4
SESS027249,USR03428,16-12-2024,Dec-24,Q4 2024,PROD5050,books.fiction,HarperCollins,569.2,0,Mobile,Paid Ad,Male,25-34,Mumbai,7,17.5,Cart,1,0,0,1,0
SESS027250,USR01713,09-04-2024,Apr-24,Q2 2024,PROD4215,books.fiction,Penguin,684.76,25,Mobile,Direct,Female,18-24,Mumbai,12,36.1,View,0,0,0,0,0
SESS027251,USR00737,08-05-2024,May-24,Q2 2024,PROD1810,books.education,Oxford,297.84,0,Tablet,Organic Search,Male,25-34,Kolkata,13,10.2,View,0,0,0,0,0
SESS027252,USR06841,15-06-2024,Jun-24,Q2 2024,PROD9878,apparel.clothing,Levi's,4780.38,0,Desktop,Social Media,Male,55+,Bangalore,13,19.4,Purchase,1,1,1,0,4780.38
SESS027253,USR00759,23-06-2024,Jun-24,Q2 2024,PROD8574,beauty.makeup,Nykaa,1043.86,0,Desktop,Email Campaign,Male,18-24,Bangalore,14,19.6,Cart,1,0,0,1,0
SESS027254,USR06228,14-05-2024,May-24,Q2 2024,PROD9958,grocery.food,Britannia,272.21,0,Mobile,Referral,Male,55+,Jaipur,3,17.4,Checkout,1,1,0,1,0
SESS027255,USR04319,09-06-2024,Jun-24,Q2 2024,PROD8117,toys.games,Xbox,4496.61,25,Mobile,Organic Search,Female,18-24,Delhi,2,28.3,View,0,0,0,0,0
SESS027256,USR03178,27-11-2024,Nov-24,Q4 2024,PROD7167,electronics.camera,Fujifilm,17383.69,25,Mobile,Social Media,Female,18-24,Mumbai,9,31,Cart,1,0,0,1,0
SESS027257,USR02204,02-04-2024,Apr-24,Q2 2024,PROD2739,beauty.makeup,MAC,1383.41,0,Desktop,Push Notification,Female,25-34,Jaipur,7,24,Purchase,1,1,1,0,1383.41
SESS027258,USR00212,16-03-2024,Mar-24,Q1 2024,PROD5120,apparel.footwear,Adidas,960.33,10,Desktop,Social Media,Male,18-24,Hyderabad,15,17.5,Cart,1,0,0,1,0
SESS027259,USR06920,18-02-2024,Feb-24,Q1 2024,PROD2325,beauty.makeup,Nykaa,3707.71,10,Mobile,Social Media,Female,25-34,Ahmedabad,10,36.3,Cart,1,0,0,1,0
SESS027260,USR03816,28-03-2024,Mar-24,Q1 2024,PROD4976,sports.equipment,Wilson,2724.62,5,Mobile,Organic Search,Female,45-54,Hyderabad,13,38.5,Cart,1,0,0,1,0
SESS027261,USR02053,17-03-2024,Mar-24,Q1 2024,PROD6583,home.appliances,LG,19458.98,0,Mobile,Organic Search,Female,25-34,Mumbai,9,22.9,Cart,1,0,0,1,0
SESS027262,USR02397,07-03-2024,Mar-24,Q1 2024,PROD4250,home.furniture,IKEA,11048.91,15,Mobile,Social Media,Female,35-44,Delhi,6,26.5,View,0,0,0,0,0
SESS027263,USR06718,07-09-2024,Sep-24,Q3 2024,PROD8807,grocery.beverages,Dabur,111.08,25,Mobile,Organic Search,Female,35-44,Mumbai,7,11,Purchase,1,1,1,0,83.31
SESS027264,USR02763,10-12-2024,Dec-24,Q4 2024,PROD2105,books.education,Wiley,769.26,0,Desktop,Social Media,Male,25-34,Ahmedabad,7,1.5,View,0,0,0,0,0
SESS027265,USR06979,18-06-2024,Jun-24,Q2 2024,PROD3832,books.fiction,Penguin,178.8,25,Mobile,Organic Search,Male,35-44,Delhi,9,37.6,Purchase,1,1,1,0,134.1
SESS027266,USR06045,17-07-2024,Jul-24,Q3 2024,PROD3782,apparel.footwear,Nike,510.37,15,Mobile,Paid Ad,Male,25-34,Delhi,9,30.4,Purchase,1,1,1,0,433.81
SESS027267,USR02983,03-11-2024,Nov-24,Q4 2024,PROD9546,beauty.skincare,Lakme,2555.19,25,Mobile,Organic Search,Female,25-34,Hyderabad,9,34,Checkout,1,1,0,1,0
SESS027268,USR02971,13-02-2024,Feb-24,Q1 2024,PROD5814,toys.kids,Fisher-Price,4994.7,15,Desktop,Paid Ad,Male,18-24,Mumbai,9,29.4,View,0,0,0,0,0
SESS027269,USR04776,04-12-2024,Dec-24,Q4 2024,PROD9526,electronics.tablet,Amazon,39131.07,0,Desktop,Referral,Male,25-34,Mumbai,4,10.7,Cart,1,0,0,1,0
SESS027270,USR04160,08-08-2024,Aug-24,Q3 2024,PROD1091,electronics.headphone,Sennheiser,5943.98,15,Mobile,Organic Search,Female,25-34,Ahmedabad,12,24.1,View,0,0,0,0,0
SESS027271,USR05653,12-09-2024,Sep-24,Q3 2024,PROD4689,books.fiction,Penguin,293.54,20,Desktop,Social Media,Male,35-44,Delhi,8,14.9,View,0,0,0,0,0
SESS027272,USR00262,07-03-2024,Mar-24,Q1 2024,PROD9965,apparel.accessories,Fossil,6746.04,0,Desktop,Direct,Female,25-34,Delhi,3,42.2,View,0,0,0,0,0
SESS027273,USR06362,14-09-2024,Sep-24,Q3 2024,PROD1675,grocery.beverages,PepsiCo,282.59,0,Tablet,Organic Search,Male,45-54,Mumbai,15,41.3,Cart,1,0,0,1,0
SESS027274,USR07517,13-10-2024,Oct-24,Q4 2024,PROD4655,grocery.beverages,Coca-Cola,61.38,15,Mobile,Paid Ad,Female,35-44,Hyderabad,4,3.9,Cart,1,0,0,1,0
SESS027275,USR02460,02-05-2024,May-24,Q2 2024,PROD1144,grocery.food,Haldirams,225.84,0,Desktop,Social Media,Male,18-24,Delhi,9,41.9,Checkout,1,1,0,1,0
SESS027276,USR02728,18-05-2024,May-24,Q2 2024,PROD9386,books.education,Wiley,1294.45,15,Mobile,Social Media,Male,18-24,Delhi,9,19.5,Purchase,1,1,1,0,1100.28
SESS027277,USR05585,04-09-2024,Sep-24,Q3 2024,PROD5845,grocery.beverages,Tropicana,390.85,10,Desktop,Referral,Male,18-24,Bangalore,13,40.7,View,0,0,0,0,0
SESS027278,USR04591,30-09-2024,Sep-24,Q3 2024,PROD9336,home.decor,IKEA,2615.53,0,Tablet,Social Media,Female,35-44,Hyderabad,1,32.5,Purchase,1,1,1,0,2615.53
SESS027279,USR02655,28-02-2024,Feb-24,Q1 2024,PROD3821,grocery.beverages,Coca-Cola,197.53,0,Desktop,Social Media,Male,25-34,Mumbai,2,32.2,Checkout,1,1,0,1,0
SESS027280,USR04399,28-02-2024,Feb-24,Q1 2024,PROD3580,books.education,Oxford,1288.72,0,Mobile,Paid Ad,Male,18-24,Mumbai,11,40.7,View,0,0,0,0,0
SESS027281,USR07390,25-04-2024,Apr-24,Q2 2024,PROD1992,books.education,Oxford,594.5,10,Tablet,Paid Ad,Female,35-44,Hyderabad,4,32.6,Purchase,1,1,1,0,535.05
SESS027282,USR05440,22-02-2024,Feb-24,Q1 2024,PROD4188,beauty.makeup,Nykaa,455.07,5,Desktop,Organic Search,Male,45-54,Kolkata,3,13.7,View,0,0,0,0,0
SESS027283,USR00289,02-08-2024,Aug-24,Q3 2024,PROD7625,apparel.accessories,Fossil,1745.77,0,Mobile,Paid Ad,Female,25-34,Hyderabad,8,34.1,Cart,1,0,0,1,0
SESS027284,USR06860,04-11-2024,Nov-24,Q4 2024,PROD9471,electronics.headphone,Boat,24402.96,15,Mobile,Referral,Female,25-34,Pune,11,42.8,View,0,0,0,0,0
SESS027285,USR02070,12-12-2024,Dec-24,Q4 2024,PROD3067,home.furniture,Godrej,37112.38,10,Mobile,Referral,Female,35-44,Bangalore,8,4.4,Cart,1,0,0,1,0
SESS027286,USR06957,02-06-2024,Jun-24,Q2 2024,PROD2816,electronics.tablet,Apple,72196.42,30,Mobile,Organic Search,Female,25-34,Delhi,3,11.2,View,0,0,0,0,0
SESS027287,USR07796,29-05-2024,May-24,Q2 2024,PROD1563,books.education,Wiley,1504.54,0,Desktop,Organic Search,Female,25-34,Lucknow,9,21,Purchase,1,1,1,0,1504.54
SESS027288,USR06667,23-02-2024,Feb-24,Q1 2024,PROD3625,electronics.laptop,HP,38097.26,0,Mobile,Organic Search,Male,35-44,Delhi,8,38.8,Cart,1,0,0,1,0
SESS027289,USR02101,19-06-2024,Jun-24,Q2 2024,PROD7674,electronics.smartphone,OnePlus,33248.15,25,Mobile,Paid Ad,Male,18-24,Lucknow,11,30.3,View,0,0,0,0,0
SESS027290,USR00233,02-03-2024,Mar-24,Q1 2024,PROD8671,electronics.smartphone,Samsung,79985.54,25,Desktop,Email Campaign,Male,35-44,Kolkata,7,24.6,Purchase,1,1,1,0,59989.15
SESS027291,USR07872,09-07-2024,Jul-24,Q3 2024,PROD2221,apparel.accessories,Titan,4989.3,0,Desktop,Organic Search,Female,25-34,Delhi,7,21.5,View,0,0,0,0,0
SESS027292,USR02107,26-02-2024,Feb-24,Q1 2024,PROD2843,electronics.laptop,Dell,143837.15,30,Tablet,Social Media,Female,55+,Bangalore,7,22.2,View,0,0,0,0,0
SESS027293,USR03143,27-06-2024,Jun-24,Q2 2024,PROD3944,apparel.accessories,Fossil,2960.95,20,Desktop,Email Campaign,Male,18-24,Mumbai,11,23.1,Purchase,1,1,1,0,2368.76
SESS027294,USR04527,13-09-2024,Sep-24,Q3 2024,PROD9135,toys.kids,Mattel,3135.42,15,Mobile,Organic Search,Female,25-34,Delhi,7,29,Cart,1,0,0,1,0
SESS027295,USR07360,24-09-2024,Sep-24,Q3 2024,PROD4564,electronics.smartphone,Realme,19096.91,25,Mobile,Social Media,Male,55+,Mumbai,13,44.7,View,0,0,0,0,0
SESS027296,USR03313,10-11-2024,Nov-24,Q4 2024,PROD4124,toys.kids,LEGO,641.74,0,Desktop,Organic Search,Female,35-44,Mumbai,10,1.4,Purchase,1,1,1,0,641.74
SESS027297,USR05047,09-08-2024,Aug-24,Q3 2024,PROD9000,grocery.beverages,Coca-Cola,263.13,0,Mobile,Organic Search,Male,18-24,Pune,10,34,Checkout,1,1,0,1,0
SESS027298,USR05655,14-04-2024,Apr-24,Q2 2024,PROD7390,apparel.footwear,Puma,4451.36,30,Mobile,Paid Ad,Male,35-44,Mumbai,12,34.4,Purchase,1,1,1,0,3115.95
SESS027299,USR01711,21-10-2024,Oct-24,Q4 2024,PROD3178,books.education,McGraw-Hill,591.4,5,Mobile,Email Campaign,Female,18-24,Chennai,7,25.1,Purchase,1,1,1,0,561.83
SESS027300,USR00344,26-07-2024,Jul-24,Q3 2024,PROD7083,electronics.laptop,Asus,98794.75,10,Mobile,Paid Ad,Female,18-24,Chennai,6,33.8,View,0,0,0,0,0
SESS027301,USR06807,25-01-2024,Jan-24,Q1 2024,PROD1522,electronics.laptop,Dell,78970.16,0,Mobile,Organic Search,Female,25-34,Delhi,3,21.2,Cart,1,0,0,1,0
SESS027302,USR05615,24-12-2024,Dec-24,Q4 2024,PROD2418,electronics.tablet,Amazon,79510.44,20,Mobile,Organic Search,Female,25-34,Delhi,9,44.2,Cart,1,0,0,1,0
SESS027303,USR06773,06-07-2024,Jul-24,Q3 2024,PROD5289,apparel.clothing,Levi's,1668.49,10,Mobile,Email Campaign,Male,25-34,Ahmedabad,9,8,View,0,0,0,0,0
SESS027304,USR03531,29-12-2024,Dec-24,Q4 2024,PROD4977,home.appliances,Bosch,27688.31,5,Mobile,Social Media,Female,35-44,Bangalore,5,44.5,View,0,0,0,0,0
SESS027305,USR01283,13-07-2024,Jul-24,Q3 2024,PROD9598,apparel.clothing,H&M,926.93,10,Tablet,Organic Search,Male,25-34,Delhi,7,43,Purchase,1,1,1,0,834.24
SESS027306,USR05687,12-01-2024,Jan-24,Q1 2024,PROD8419,grocery.beverages,Dabur,297.71,25,Tablet,Social Media,Male,18-24,Kolkata,14,43.7,Purchase,1,1,1,0,223.28
SESS027307,USR06386,21-06-2024,Jun-24,Q2 2024,PROD6149,electronics.tablet,Samsung,67156.44,25,Desktop,Paid Ad,Male,18-24,Jaipur,2,25.9,Cart,1,0,0,1,0
SESS027308,USR03504,14-07-2024,Jul-24,Q3 2024,PROD6067,electronics.camera,Nikon,114905.93,10,Mobile,Email Campaign,Female,18-24,Bangalore,3,21.6,Cart,1,0,0,1,0
SESS027309,USR00770,05-07-2024,Jul-24,Q3 2024,PROD2436,home.decor,Westside,984.67,10,Desktop,Paid Ad,Male,55+,Bangalore,15,2.6,Purchase,1,1,1,0,886.2
SESS027310,USR01339,14-04-2024,Apr-24,Q2 2024,PROD4876,sports.clothing,Reebok,2453.06,0,Desktop,Paid Ad,Male,35-44,Jaipur,11,17.2,View,0,0,0,0,0
SESS027311,USR00886,16-07-2024,Jul-24,Q3 2024,PROD2404,apparel.accessories,Ray-Ban,13580.45,30,Mobile,Referral,Female,25-34,Delhi,6,15,View,0,0,0,0,0
SESS027312,USR05471,07-10-2024,Oct-24,Q4 2024,PROD6834,toys.kids,Hasbro,1830.63,20,Desktop,Paid Ad,Female,25-34,Hyderabad,4,42.9,Checkout,1,1,0,1,0
SESS027313,USR00853,11-09-2024,Sep-24,Q3 2024,PROD2215,sports.equipment,Adidas,17944.3,25,Mobile,Email Campaign,Male,45-54,Chennai,3,21.4,View,0,0,0,0,0
SESS027314,USR06586,02-08-2024,Aug-24,Q3 2024,PROD7592,electronics.headphone,Sony,16168.63,30,Mobile,Paid Ad,Male,25-34,Kolkata,5,6.2,View,0,0,0,0,0
SESS027315,USR03000,20-10-2024,Oct-24,Q4 2024,PROD8258,electronics.camera,Fujifilm,101710.54,0,Mobile,Organic Search,Female,55+,Delhi,9,41.6,Cart,1,0,0,1,0
SESS027316,USR06017,19-03-2024,Mar-24,Q1 2024,PROD1499,electronics.camera,Nikon,91941.07,0,Mobile,Organic Search,Female,35-44,Kolkata,11,31.5,Purchase,1,1,1,0,91941.07
SESS027317,USR04129,20-03-2024,Mar-24,Q1 2024,PROD1779,electronics.smartphone,Samsung,60525.24,20,Desktop,Organic Search,Female,18-24,Ahmedabad,7,26,View,0,0,0,0,0
SESS027318,USR05496,21-01-2024,Jan-24,Q1 2024,PROD4689,home.appliances,LG,34729.02,25,Mobile,Social Media,Male,35-44,Ahmedabad,4,35.4,Purchase,1,1,1,0,26046.76
SESS027319,USR06566,16-01-2024,Jan-24,Q1 2024,PROD7725,grocery.beverages,PepsiCo,133.86,10,Desktop,Organic Search,Male,25-34,Ahmedabad,10,11.5,View,0,0,0,0,0
SESS027320,USR06782,13-11-2024,Nov-24,Q4 2024,PROD8798,sports.equipment,Wilson,10296.13,10,Mobile,Organic Search,Male,25-34,Pune,14,6.8,Purchase,1,1,1,0,9266.52
SESS027321,USR06810,13-10-2024,Oct-24,Q4 2024,PROD3676,home.decor,Westside,3877.2,5,Desktop,Social Media,Male,25-34,Chennai,2,37.9,View,0,0,0,0,0
SESS027322,USR04635,01-08-2024,Aug-24,Q3 2024,PROD2649,beauty.makeup,Nykaa,1937.62,5,Mobile,Paid Ad,Female,25-34,Ahmedabad,2,1.3,Purchase,1,1,1,0,1840.74
SESS027323,USR07348,14-01-2024,Jan-24,Q1 2024,PROD7899,toys.kids,LEGO,3090.23,30,Mobile,Organic Search,Female,25-34,Bangalore,9,37.9,View,0,0,0,0,0
SESS027324,USR04478,15-06-2024,Jun-24,Q2 2024,PROD9452,home.furniture,IKEA,35333.5,15,Desktop,Referral,Male,55+,Pune,9,21.8,View,0,0,0,0,0
SESS027325,USR04636,07-09-2024,Sep-24,Q3 2024,PROD2110,home.furniture,Urban Ladder,19958.41,0,Mobile,Organic Search,Female,35-44,Jaipur,5,29.2,View,0,0,0,0,0
SESS027326,USR01690,27-11-2024,Nov-24,Q4 2024,PROD7073,beauty.skincare,Olay,1347.55,0,Mobile,Organic Search,Male,55+,Mumbai,9,8,Checkout,1,1,0,1,0
SESS027327,USR01659,18-06-2024,Jun-24,Q2 2024,PROD4308,home.appliances,Bosch,4467.21,30,Mobile,Paid Ad,Female,25-34,Mumbai,8,24.4,View,0,0,0,0,0
SESS027328,USR00145,14-06-2024,Jun-24,Q2 2024,PROD5034,electronics.headphone,Bose,9377.46,10,Desktop,Organic Search,Female,25-34,Delhi,13,22.9,View,0,0,0,0,0
SESS027329,USR01168,30-06-2024,Jun-24,Q2 2024,PROD1323,electronics.camera,Sony,16075.69,0,Mobile,Email Campaign,Male,35-44,Delhi,10,37.1,Cart,1,0,0,1,0
SESS027330,USR05448,23-03-2024,Mar-24,Q1 2024,PROD7819,home.decor,Westside,775.98,20,Desktop,Social Media,Female,45-54,Bangalore,5,16,View,0,0,0,0,0
SESS027331,USR06387,22-10-2024,Oct-24,Q4 2024,PROD2381,sports.equipment,Yonex,1916.32,30,Mobile,Paid Ad,Female,18-24,Chennai,11,7.5,View,0,0,0,0,0
SESS027332,USR02536,31-07-2024,Jul-24,Q3 2024,PROD3808,beauty.makeup,L'Oreal,2102.16,0,Mobile,Organic Search,Female,35-44,Hyderabad,12,42.1,Cart,1,0,0,1,0
SESS027333,USR01723,18-11-2024,Nov-24,Q4 2024,PROD2377,home.appliances,Whirlpool,24796.64,15,Mobile,Social Media,Female,18-24,Mumbai,5,18.5,Purchase,1,1,1,0,21077.14
SESS027334,USR01267,08-04-2024,Apr-24,Q2 2024,PROD2511,toys.games,Razer,1513.25,5,Desktop,Social Media,Female,35-44,Mumbai,1,17.5,Purchase,1,1,1,0,1437.59
